Address,Postcode,KT1/KT2,Sale_price,Bedrooms,House_type,Freehold/leasehold,Res_new/old,Stationdist_miles,Sale_date,Sale_year,Sale_month,Latitude,Longitude,Easting,Northing,Ward,Introduced,Altitude
"Flat 10, Weston Court, Grove Crescent",KT1 2DQ,KT1,305000,2,Flat,Leasehold,Residential,0.5,08-Jun-15,2015,6,51.405352,-0.30328,518114,168735,Grove,01-1980,13
"Flat 8, Weston Court, Grove Crescent",KT1 2DQ,KT1,395000,2,Flat,Leasehold,Residential,0.5,30-Aug-18,2018,8,51.405352,-0.30328,518114,168735,Grove,01-1980,13
"Flat 12, Weston Court, Grove Crescent",KT1 2DQ,KT1,321000,2,Flat,Leasehold,Residential,0.5,28-Nov-16,2016,11,51.405352,-0.30328,518114,168735,Grove,01-1980,13
"46, Penrhyn Gardens",KT1 2EG,KT1,345000,1,Flat,Leasehold,Residential,0.6,14-May-18,2018,5,51.402687,-0.304888,518009,168436,Grove,01-1980,13
"58, Penrhyn Gardens",KT1 2EG,KT1,235000,1,Flat,Leasehold,Residential,0.6,29-Apr-14,2014,4,51.402687,-0.304888,518009,168436,Grove,01-1980,13
"Studio 2, 1 - 2, Southsea Road",KT1 2EH,KT1,340000,2,Flat,Leasehold,Residential,0.6,05-Sep-14,2014,9,51.401692,-0.303264,518125,168328,Grove,01-1980,13
"Flat 11, 4, Southsea Road",KT1 2EH,KT1,735000,4,Flat,Leasehold,Residential,0.6,13-Oct-14,2014,10,51.401692,-0.303264,518125,168328,Grove,01-1980,13
"12, Southsea Road",KT1 2EH,KT1,662960,3,Terraced,Freehold,Residential,0.6,22-Jul-16,2016,7,51.401692,-0.303264,518125,168328,Grove,01-1980,13
"4a, Southsea Road",KT1 2EH,KT1,425000,2,Semi-Detached,Freehold,Residential,0.6,14-Sep-18,2018,9,51.401692,-0.303264,518125,168328,Grove,01-1980,13
"Flat 5, 3, Southsea Road",KT1 2EH,KT1,266000,5,Flat,Leasehold,Residential,0.6,16-Nov-18,2018,11,51.401692,-0.303264,518125,168328,Grove,01-1980,13
"Unit 5, 1 - 5, Southsea Road",KT1 2EH,KT1,325000,1,Flat,Leasehold,Residential,0.6,14-Mar-16,2016,3,51.401692,-0.303264,518125,168328,Grove,01-1980,13
"14, Southsea Road",KT1 2EH,KT1,500000,2,Terraced,Freehold,Residential,0.6,16-Feb-15,2015,2,51.401692,-0.303264,518125,168328,Grove,01-1980,13
"8, Southsea Road",KT1 2EH,KT1,552500,2,Terraced,Freehold,Residential,0.6,08-Jul-16,2016,7,51.401692,-0.303264,518125,168328,Grove,01-1980,13
"Flat 1, 4, Southsea Road",KT1 2EH,KT1,365000,2,Flat,Leasehold,Residential,0.6,11-Mar-16,2016,3,51.401692,-0.303264,518125,168328,Grove,01-1980,13
"13, Southsea Road",KT1 2EH,KT1,741000,3,Terraced,Freehold,Residential,0.6,31-Aug-18,2018,8,51.401692,-0.303264,518125,168328,Grove,01-1980,13
"Flat 3, 4, Southsea Road",KT1 2EH,KT1,243000,2,Flat,Leasehold,Residential,0.6,21-Aug-15,2015,8,51.401692,-0.303264,518125,168328,Grove,01-1980,13
"Flat 12, 4, Southsea Road",KT1 2EH,KT1,340000,2,Flat,Leasehold,Residential,0.6,04-Jul-14,2014,7,51.401692,-0.303264,518125,168328,Grove,01-1980,13
"7, Southsea Road",KT1 2EH,KT1,499950,2,Terraced,Freehold,Residential,0.6,03-Apr-18,2018,4,51.401692,-0.303264,518125,168328,Grove,01-1980,13
"15, Southsea Road",KT1 2EH,KT1,480000,2,Terraced,Freehold,Residential,0.6,16-Mar-18,2018,3,51.401692,-0.303264,518125,168328,Grove,01-1980,13
"Flat 4, 4, Southsea Road",KT1 2EH,KT1,214000,4,Flat,Leasehold,Residential,0.6,24-Jun-15,2015,6,51.401692,-0.303264,518125,168328,Grove,01-1980,13
"Flat 6, Arundale, Anglesea Road",KT1 2EL,KT1,499950,2,Flat,Leasehold,Residential,0.6,18-Jul-14,2014,7,51.400534,-0.307743,517816,168192,Grove,06-1981,11
"Flat 7, Arundale, Anglesea Road",KT1 2EL,KT1,675000,3,Flat,Leasehold,Residential,0.6,05-Oct-17,2017,10,51.400534,-0.307743,517816,168192,Grove,06-1981,11
"Flat 1, Arundale, Anglesea Road",KT1 2EL,KT1,320000,1,Flat,Leasehold,Residential,0.6,17-Apr-15,2015,4,51.400534,-0.307743,517816,168192,Grove,06-1981,11
"Flat 8, Arundale, Anglesea Road",KT1 2EL,KT1,430000,2,Flat,Leasehold,Residential,0.6,17-Aug-18,2018,8,51.400534,-0.307743,517816,168192,Grove,06-1981,11
"Flat 10, Arundale, Anglesea Road",KT1 2EL,KT1,630250,3,Flat,Leasehold,Residential,0.6,22-Aug-18,2018,8,51.400534,-0.307743,517816,168192,Grove,06-1981,11
"7, Marquis Court, 4, Anglesea Road",KT1 2EN,KT1,440000,2,Flat,Leasehold,Residential,0.6,16-May-18,2018,5,51.400827,-0.30503600000000003,518004,168229,Grove,01-1980,12
"9, Marquis Court, 4, Anglesea Road",KT1 2EN,KT1,384000,2,Flat,Leasehold,Residential,0.6,25-Jul-14,2014,7,51.400827,-0.30503600000000003,518004,168229,Grove,01-1980,12
"2, Marquis Court, 4, Anglesea Road",KT1 2EN,KT1,385000,2,Flat,Leasehold,Residential,0.6,05-Sep-14,2014,9,51.400827,-0.30503600000000003,518004,168229,Grove,01-1980,12
"1, Marquis Court, 4, Anglesea Road",KT1 2EN,KT1,420000,2,Flat,Leasehold,Residential,0.6,17-Dec-14,2014,12,51.400827,-0.30503600000000003,518004,168229,Grove,01-1980,12
"12, Haylett Gardens",KT1 2EP,KT1,137300,4,Flat,Leasehold,Residential,0.6,08-Sep-14,2014,9,51.400139,-0.305946,517942,168151,Grove,01-1980,12
"18, Holyhead Court, Anglesea Road",KT1 2ES,KT1,400000,2,Flat,Leasehold,Residential,0.6,19-Dec-17,2017,12,51.400768,-0.305894,517944,168221,Grove,01-1980,12
"6, Holyhead Court, Anglesea Road",KT1 2ES,KT1,363000,2,Flat,Leasehold,Residential,0.6,10-Oct-17,2017,10,51.400768,-0.305894,517944,168221,Grove,01-1980,12
"13, Holyhead Court, Anglesea Road",KT1 2ES,KT1,394000,2,Flat,Leasehold,Residential,0.6,25-Sep-15,2015,9,51.400768,-0.305894,517944,168221,Grove,01-1980,12
"7, Holyhead Court, Anglesea Road",KT1 2ES,KT1,399950,3,Flat,Leasehold,Residential,0.6,10-Sep-14,2014,9,51.400768,-0.305894,517944,168221,Grove,01-1980,12
"14, Holyhead Court, Anglesea Road",KT1 2ES,KT1,315000,2,Flat,Leasehold,Residential,0.6,11-Apr-14,2014,4,51.400768,-0.305894,517944,168221,Grove,01-1980,12
"14, Holyhead Court, Anglesea Road",KT1 2ES,KT1,315000,2,Flat,Leasehold,Residential,0.6,11-Apr-14,2014,4,51.400768,-0.305894,517944,168221,Grove,01-1980,12
"8, Holyhead Court, Anglesea Road",KT1 2ES,KT1,425000,2,Flat,Leasehold,Residential,0.6,04-Dec-15,2015,12,51.400768,-0.305894,517944,168221,Grove,01-1980,12
"12, Holyhead Court, Anglesea Road",KT1 2ES,KT1,330000,2,Flat,Leasehold,Residential,0.6,23-Jun-14,2014,6,51.400768,-0.305894,517944,168221,Grove,01-1980,12
"Flat 25, Anglesea House, Anglesea Road",KT1 2ET,KT1,425000,2,Flat,Leasehold,Residential,0.6,09-Mar-16,2016,3,51.400769,-0.306555,517898,168220,Grove,01-1980,12
"Flat 22, Anglesea House, Anglesea Road",KT1 2ET,KT1,365000,2,Flat,Leasehold,Residential,0.6,19-Nov-14,2014,11,51.400769,-0.306555,517898,168220,Grove,01-1980,12
"Flat 15, Anglesea House, Anglesea Road",KT1 2ET,KT1,460000,2,Flat,Leasehold,Residential,0.6,10-Oct-18,2018,10,51.400769,-0.306555,517898,168220,Grove,01-1980,12
"Flat 4, Anglesea House, Anglesea Road",KT1 2ET,KT1,460000,2,Flat,Leasehold,Residential,0.6,13-Oct-16,2016,10,51.400769,-0.306555,517898,168220,Grove,01-1980,12
"Flat 2, Anglesea House, Anglesea Road",KT1 2ET,KT1,350000,1,Flat,Leasehold,Residential,0.6,21-Oct-16,2016,10,51.400769,-0.306555,517898,168220,Grove,01-1980,12
"Flat 14, Anglesea House, Anglesea Road",KT1 2ET,KT1,313250,1,Flat,Leasehold,Residential,0.6,17-Dec-14,2014,12,51.400769,-0.306555,517898,168220,Grove,01-1980,12
"8, The Limes, 12, Anglesea Road",KT1 2EW,KT1,236000,1,Flat,Leasehold,Residential,0.5,15-Oct-14,2014,10,51.400858,-0.307113,517859,168229,Grove,01-1980,12
"2, Raphael Close",KT1 2GA,KT1,860000,4,Detached,Freehold,Residential,0.5,18-Aug-14,2014,8,51.400242,-0.30683299999999997,517880,168161,Grove,10-2007,12
"1, Maplehurst Close",KT1 2HD,KT1,385000,2,Flat,Leasehold,Residential,0.5,14-Jun-17,2017,6,51.400301,-0.30283499999999997,518158,168174,Grove,10-1984,14
"11, Brooklands Court, Surbiton Road",KT1 2HE,KT1,310000,2,Flat,Leasehold,Residential,0.6,03-Jul-14,2014,7,51.40227,-0.305931,517938,168388,Grove,06-1981,12
"12, Brooklands Court, Surbiton Road",KT1 2HE,KT1,335000,2,Flat,Leasehold,Residential,0.6,14-Dec-18,2018,12,51.40227,-0.305931,517938,168388,Grove,06-1981,12
"9, Brooklands Court, Surbiton Road",KT1 2HE,KT1,345000,2,Flat,Leasehold,Residential,0.6,22-Feb-16,2016,2,51.40227,-0.305931,517938,168388,Grove,06-1981,12
"15, Brooklands Court, Surbiton Road",KT1 2HE,KT1,210000,3,Flat,Leasehold,Residential,0.6,31-Mar-16,2016,3,51.40227,-0.305931,517938,168388,Grove,06-1981,12
"17, Brooklands Court, Surbiton Road",KT1 2HE,KT1,310000,2,Flat,Leasehold,Residential,0.6,11-Apr-14,2014,4,51.40227,-0.305931,517938,168388,Grove,06-1981,12
"17, Kings Keep",KT1 2HP,KT1,425000,2,Flat,Leasehold,Residential,0.6,23-May-17,2017,5,51.399478,-0.301887,518226,168084,St Mark's,01-1980,16
"38, Kings Keep",KT1 2HP,KT1,342000,1,Flat,Leasehold,Residential,0.6,20-Feb-15,2015,2,51.399478,-0.301887,518226,168084,St Mark's,01-1980,16
"44c, Kings Keep",KT1 2HP,KT1,290000,2,Flat,Leasehold,Residential,0.6,06-Mar-15,2015,3,51.399478,-0.301887,518226,168084,St Mark's,01-1980,16
"16, Kings Keep",KT1 2HP,KT1,410000,2,Flat,Leasehold,Residential,0.6,01-Nov-17,2017,11,51.399478,-0.301887,518226,168084,St Mark's,01-1980,16
"45, Kings Keep",KT1 2HP,KT1,912500,4,Detached,Freehold,Residential,0.6,22-Apr-16,2016,4,51.399478,-0.301887,518226,168084,St Mark's,01-1980,16
"2, Kings Keep",KT1 2HP,KT1,390000,3,Flat,Leasehold,Residential,0.6,27-Nov-15,2015,11,51.399478,-0.301887,518226,168084,St Mark's,01-1980,16
"6, Kings Keep",KT1 2HP,KT1,405000,2,Flat,Leasehold,Residential,0.6,09-Mar-16,2016,3,51.399478,-0.301887,518226,168084,St Mark's,01-1980,16
"11, Kings Keep",KT1 2HP,KT1,400000,2,Flat,Leasehold,Residential,0.6,05-Feb-16,2016,2,51.399478,-0.301887,518226,168084,St Mark's,01-1980,16
"12, Kings Keep",KT1 2HP,KT1,425000,2,Flat,Leasehold,Residential,0.6,17-Feb-17,2017,2,51.399478,-0.301887,518226,168084,St Mark's,01-1980,16
"Flat 2, St. Nicholas Court, Surbiton Road",KT1 2HT,KT1,275000,2,Flat,Leasehold,Residential,0.6,12-Mar-14,2014,3,51.401247999999995,-0.304266,518056,168277,Grove,01-1980,12
"Flat 5, St. Nicholas Court, Surbiton Road",KT1 2HT,KT1,320000,2,Flat,Leasehold,Residential,0.6,09-Jan-15,2015,1,51.401247999999995,-0.304266,518056,168277,Grove,01-1980,12
"Flat 3, St. Nicholas Court, Surbiton Road",KT1 2HT,KT1,315000,2,Flat,Leasehold,Residential,0.6,29-Jan-15,2015,1,51.401247999999995,-0.304266,518056,168277,Grove,01-1980,12
"Flat 4, Clyde House, 93, Surbiton Road",KT1 2HW,KT1,270000,3,Flat,Leasehold,Residential,0.5,10-Feb-17,2017,2,51.400182,-0.30271,518167,168161,Grove,01-1980,14
"Flat 8, Clyde House, 93, Surbiton Road",KT1 2HW,KT1,295000,2,Flat,Leasehold,Residential,0.5,02-Nov-17,2017,11,51.400182,-0.30271,518167,168161,Grove,01-1980,14
"Flat 3, Clyde House, 93, Surbiton Road",KT1 2HW,KT1,250000,5,Flat,Leasehold,Residential,0.5,02-Mar-18,2018,3,51.400182,-0.30271,518167,168161,Grove,01-1980,14
"79b, Surbiton Road",KT1 2HW,KT1,250000,0,Flat,Leasehold,Residential,0.5,21-Oct-15,2015,10,51.400182,-0.30271,518167,168161,Grove,01-1980,14
"Flat 4, 18, Surbiton Road",KT1 2HX,KT1,401250,2,Flat,Leasehold,Residential,0.7,27-May-16,2016,5,51.40202,-0.30541599999999997,517974,168361,Grove,01-1980,12
"Flat 1, 20, Surbiton Road",KT1 2HX,KT1,412000,6,Flat,Leasehold,Residential,0.7,15-Jun-15,2015,6,51.40202,-0.30541599999999997,517974,168361,Grove,01-1980,12
"Flat 4, 20, Surbiton Road",KT1 2HX,KT1,399950,3,Flat,Leasehold,Residential,0.7,20-Nov-14,2014,11,51.40202,-0.30541599999999997,517974,168361,Grove,01-1980,12
"Flat 2, 22, Surbiton Road",KT1 2HX,KT1,465000,2,Flat,Leasehold,Residential,0.7,08-May-15,2015,5,51.40202,-0.30541599999999997,517974,168361,Grove,01-1980,12
"Flat 4 The Elms, 3, Surbiton Road",KT1 2JA,KT1,446500,3,Flat,Leasehold,Residential,0.7,01-May-15,2015,5,51.403341,-0.307179,517848,168505,Grove,01-1980,10
"Flat 7, Milestone House, Surbiton Road",KT1 2JB,KT1,330500,3,Flat,Leasehold,Residential,0.7,05-Aug-14,2014,8,51.403172999999995,-0.306797,517875,168487,Grove,01-1980,10
"Flat 3, Milestone House, Surbiton Road",KT1 2JB,KT1,329950,2,Flat,Leasehold,Residential,0.7,15-Aug-14,2014,8,51.403172999999995,-0.306797,517875,168487,Grove,01-1980,10
"Flat 5, Milestone House, Surbiton Road",KT1 2JB,KT1,395000,2,Flat,Leasehold,Residential,0.7,02-May-18,2018,5,51.403172999999995,-0.306797,517875,168487,Grove,01-1980,10
"Flat 2, Milestone House, Surbiton Road",KT1 2JB,KT1,425000,2,Flat,Leasehold,Residential,0.7,11-Nov-16,2016,11,51.403172999999995,-0.306797,517875,168487,Grove,01-1980,10
"10, Penrhyn Gardens",KT1 2JE,KT1,150000,5,Flat,Leasehold,Residential,0.6,30-Jun-14,2014,6,51.402294,-0.305097,517996,168392,Grove,01-1980,12
"4, Riverside Close",KT1 2JF,KT1,925000,3,Semi-Detached,Freehold,Residential,0.6,30-Apr-15,2015,4,51.401192,-0.305964,517938,168268,Grove,01-1980,12
"2, Riverside Close",KT1 2JF,KT1,1100000,4,Detached,Freehold,Residential,0.6,30-Mar-16,2016,3,51.401192,-0.305964,517938,168268,Grove,01-1980,12
"16, Riverside Close",KT1 2JF,KT1,880000,3,Detached,Freehold,Residential,0.6,22-Sep-16,2016,9,51.401192,-0.305964,517938,168268,Grove,01-1980,12
"11, Riverside Close",KT1 2JG,KT1,1295000,5,Detached,Freehold,Residential,0.6,30-Jun-14,2014,6,51.401562,-0.306051,517931,168309,Grove,01-1980,12
"Flat 5, 4, Surbiton Crescent",KT1 2JP,KT1,500000,3,Flat,Leasehold,Residential,0.6,31-Mar-17,2017,3,51.400144,-0.30443600000000004,518047,168154,Grove,03-1983,13
"11a, Surbiton Crescent",KT1 2JP,KT1,832000,3,Semi-Detached,Freehold,Residential,0.6,10-Jul-15,2015,7,51.400144,-0.30443600000000004,518047,168154,Grove,03-1983,13
"1, Chifney Court, Bridle Close",KT1 2JR,KT1,270000,1,Flat,Leasehold,Residential,0.6,17-Dec-15,2015,12,51.401824,-0.304913,518010,168340,Grove,10-1985,13
"Flat 8, Coronation Court, Surbiton Crescent",KT1 2JS,KT1,375000,2,Flat,Leasehold,Residential,0.6,20-Nov-15,2015,11,51.400656,-0.303727,518095,168212,Grove,08-2007,13
"1, Kensington Gardens",KT1 2JU,KT1,630000,3,Semi-Detached,Freehold,Residential,0.6,25-Jul-14,2014,7,51.405289,-0.30694899999999997,517859,168722,Grove,07-1995,12
"3, Surbiton Hall Close",KT1 2JX,KT1,895000,4,Semi-Detached,Freehold,Residential,0.5,05-May-16,2016,5,51.399703,-0.303777,518094,168106,Grove,10-1984,14
"2, Surbiton Hall Close",KT1 2JX,KT1,755000,3,Semi-Detached,Freehold,Residential,0.5,22-Jan-16,2016,1,51.399703,-0.303777,518094,168106,Grove,10-1984,14
"Flat D, 11, Palace Road",KT1 2JY,KT1,500000,4,Flat,Leasehold,Residential,0.5,12-Feb-16,2016,2,51.399328000000004,-0.305185,517997,168062,Grove,01-1980,14
"Flat B, 11, Palace Road",KT1 2JY,KT1,420000,2,Flat,Leasehold,Residential,0.5,14-Dec-17,2017,12,51.399328000000004,-0.305185,517997,168062,Grove,01-1980,14
"Flat 1, Palace Mansions, Palace Road",KT1 2JZ,KT1,525000,3,Flat,Leasehold,Residential,0.5,25-Jul-18,2018,7,51.399669,-0.307631,517826,168096,Grove,01-1980,12
"Flat 3, Palace Mansions, Palace Road",KT1 2JZ,KT1,470000,3,Flat,Leasehold,Residential,0.5,09-Nov-18,2018,11,51.399669,-0.307631,517826,168096,Grove,01-1980,12
"Flat 5, Palace Mansions, Palace Road",KT1 2JZ,KT1,510000,0,Flat,Leasehold,Residential,0.5,22-Aug-16,2016,8,51.399669,-0.307631,517826,168096,Grove,01-1980,12
"Flat 6, Palace Mansions, Palace Road",KT1 2JZ,KT1,525000,3,Flat,Leasehold,Residential,0.5,27-Nov-18,2018,11,51.399669,-0.307631,517826,168096,Grove,01-1980,12
"Flat 2, Palace Mansions, Palace Road",KT1 2JZ,KT1,495000,3,Flat,Leasehold,Residential,0.5,18-May-18,2018,5,51.399669,-0.307631,517826,168096,Grove,01-1980,12
"Flat 6, Rutland Court, Palace Road",KT1 2LA,KT1,465000,2,Flat,Leasehold,Residential,0.5,20-Apr-18,2018,4,51.399512,-0.30730599999999997,517849,168079,Grove,01-1980,12
"Flat 7, Rutland Court, Palace Road",KT1 2LA,KT1,515000,2,Flat,Leasehold,Residential,0.5,02-Oct-17,2017,10,51.399512,-0.30730599999999997,517849,168079,Grove,01-1980,12
"Flat 7, Windsor Court, 9, Palace Road",KT1 2LD,KT1,358000,2,Flat,Leasehold,Residential,0.5,02-Sep-14,2014,9,51.399456,-0.305971,517942,168075,Grove,01-1980,13
"Flat 2, Grovelands, Palace Road",KT1 2LE,KT1,415000,2,Flat,Leasehold,Residential,0.5,26-Jan-18,2018,1,51.399395,-0.30549899999999997,517975,168069,Grove,01-1980,13
"Flat 4, Grovelands, Palace Road",KT1 2LE,KT1,392000,2,Flat,Leasehold,Residential,0.5,12-Jun-18,2018,6,51.399395,-0.30549899999999997,517975,168069,Grove,01-1980,13
"Flat 10, Grovelands, Palace Road",KT1 2LE,KT1,380000,2,Flat,Leasehold,Residential,0.5,29-Jul-15,2015,7,51.399395,-0.30549899999999997,517975,168069,Grove,01-1980,13
"White Cottage, Palace Road",KT1 2LG,KT1,1800000,5,Detached,Freehold,Residential,0.5,02-Mar-18,2018,3,51.400076,-0.30717,517857,168142,Grove,01-1980,12
"Flat 2, 17, Uxbridge Road",KT1 2LH,KT1,300000,1,Flat,Leasehold,Residential,0.4,23-Nov-18,2018,11,51.398575,-0.3066,517901,167976,Grove,01-1980,13
"Flat 6, 1, Uxbridge Road",KT1 2LH,KT1,490000,2,Flat,Leasehold,Residential,0.4,19-May-16,2016,5,51.398575,-0.3066,517901,167976,Grove,01-1980,13
"Flat 5, 17, Uxbridge Road",KT1 2LH,KT1,260000,3,Flat,Leasehold,Residential,0.4,11-Dec-17,2017,12,51.398575,-0.3066,517901,167976,Grove,01-1980,13
"Flat 7, 3, Uxbridge Road",KT1 2LH,KT1,177000,1,Flat,Leasehold,Residential,0.4,12-Jun-14,2014,6,51.398575,-0.3066,517901,167976,Grove,01-1980,13
"Flat 6, 25, Uxbridge Road",KT1 2LH,KT1,370000,2,Flat,Leasehold,Residential,0.4,02-Dec-16,2016,12,51.398575,-0.3066,517901,167976,Grove,01-1980,13
"Flat J, 21, Uxbridge Road",KT1 2LH,KT1,290000,1,Flat,Leasehold,Residential,0.4,22-Jun-18,2018,6,51.398575,-0.3066,517901,167976,Grove,01-1980,13
"Flat B, 21, Uxbridge Road",KT1 2LH,KT1,385000,6,Flat,Leasehold,Residential,0.4,24-Jun-15,2015,6,51.398575,-0.3066,517901,167976,Grove,01-1980,13
"Flat 4, 25, Uxbridge Road",KT1 2LH,KT1,345000,2,Flat,Leasehold,Residential,0.4,23-May-17,2017,5,51.398575,-0.3066,517901,167976,Grove,01-1980,13
"Flat 10, 3, Uxbridge Road",KT1 2LH,KT1,267000,5,Flat,Leasehold,Residential,0.4,03-Sep-18,2018,9,51.398575,-0.3066,517901,167976,Grove,01-1980,13
"Flat 3, 19, Uxbridge Road",KT1 2LH,KT1,325000,2,Flat,Leasehold,Residential,0.4,30-Mar-16,2016,3,51.398575,-0.3066,517901,167976,Grove,01-1980,13
"15, Uxbridge Road",KT1 2LH,KT1,590000,2,Flat,Leasehold,Residential,0.4,12-Sep-14,2014,9,51.398575,-0.3066,517901,167976,Grove,01-1980,13
"Flat H, 21, Uxbridge Road",KT1 2LH,KT1,275000,3,Flat,Leasehold,Residential,0.5,15-May-15,2015,5,51.398575,-0.3066,517901,167976,Grove,01-1980,13
"Flat 1, 11, Uxbridge Road",KT1 2LH,KT1,305000,7,Flat,Leasehold,Residential,0.5,29-Jul-16,2016,7,51.398575,-0.3066,517901,167976,Grove,01-1980,13
"Flat 7, 17, Uxbridge Road",KT1 2LH,KT1,248500,1,Flat,Leasehold,Residential,0.5,07-May-14,2014,5,51.398575,-0.3066,517901,167976,Grove,01-1980,13
"Flat 7, 19, Uxbridge Road",KT1 2LH,KT1,361000,2,Flat,Leasehold,Residential,0.5,10-Jun-16,2016,6,51.398575,-0.3066,517901,167976,Grove,01-1980,13
"Flat 8, 11, Uxbridge Road",KT1 2LH,KT1,312000,1,Flat,Leasehold,Residential,0.5,10-Nov-15,2015,11,51.398575,-0.3066,517901,167976,Grove,01-1980,13
"Flat 6, 11, Uxbridge Road",KT1 2LH,KT1,320000,1,Flat,Leasehold,Residential,0.5,07-Feb-17,2017,2,51.398575,-0.3066,517901,167976,Grove,01-1980,13
"Flat 3, 1, Uxbridge Road",KT1 2LH,KT1,347500,2,Flat,Leasehold,Residential,0.5,09-Aug-16,2016,8,51.398575,-0.3066,517901,167976,Grove,01-1980,13
"Flat G, 21, Uxbridge Road",KT1 2LH,KT1,305000,2,Flat,Leasehold,Residential,0.5,25-Sep-15,2015,9,51.398575,-0.3066,517901,167976,Grove,01-1980,13
"Flat 5, 19, Uxbridge Road",KT1 2LH,KT1,245000,1,Flat,Leasehold,Residential,0.5,26-Mar-14,2014,3,51.398575,-0.3066,517901,167976,Grove,01-1980,13
"Flat C, 21, Uxbridge Road",KT1 2LH,KT1,335000,1,Flat,Leasehold,Residential,0.5,30-Mar-16,2016,3,51.398575,-0.3066,517901,167976,Grove,01-1980,13
"Flat 2, 3, Uxbridge Road",KT1 2LH,KT1,282288,3,Flat,Leasehold,Residential,0.5,21-Aug-15,2015,8,51.398575,-0.3066,517901,167976,Grove,01-1980,13
"Flat 4, 1, Uxbridge Road",KT1 2LH,KT1,530000,3,Flat,Leasehold,Residential,0.5,25-Aug-17,2017,8,51.398575,-0.3066,517901,167976,Grove,01-1980,13
"Flat A, 21, Uxbridge Road",KT1 2LH,KT1,315000,1,Flat,Leasehold,Residential,0.5,07-Jun-17,2017,6,51.398575,-0.3066,517901,167976,Grove,01-1980,13
"Flat 6, Uxbridge Court, Uxbridge Road",KT1 2LJ,KT1,435000,2,Flat,Leasehold,Residential,0.5,09-Nov-18,2018,11,51.398835,-0.307791,517817,168003,Grove,01-1980,13
"Flat 2, Uxbridge Court, Uxbridge Road",KT1 2LJ,KT1,405000,2,Semi-Detached,Leasehold,Residential,0.5,05-Dec-17,2017,12,51.398835,-0.307791,517817,168003,Grove,01-1980,13
"Flat 3, Uxbridge Court, Uxbridge Road",KT1 2LJ,KT1,415000,2,Flat,Leasehold,Residential,0.5,26-Aug-16,2016,8,51.398835,-0.307791,517817,168003,Grove,01-1980,13
"38b, Uxbridge Road",KT1 2LL,KT1,740000,3,Semi-Detached,Freehold,Residential,0.5,27-Oct-17,2017,10,51.39905,-0.307136,517862,168028,Grove,01-1980,13
"12, Uxbridge Road",KT1 2LL,KT1,395000,2,Flat,Leasehold,Residential,0.5,18-Aug-16,2016,8,51.39905,-0.307136,517862,168028,Grove,01-1980,13
"Flat 1, 37, Uxbridge Road",KT1 2LL,KT1,650000,4,Flat,Leasehold,Residential,0.5,29-Apr-15,2015,4,51.39905,-0.307136,517862,168028,Grove,01-1980,13
"Flat 2, 6, Uxbridge Road",KT1 2LL,KT1,250000,1,Flat,Leasehold,Residential,0.5,23-May-14,2014,5,51.39905,-0.307136,517862,168028,Grove,01-1980,13
"Flat 3, 12, Uxbridge Road",KT1 2LL,KT1,335000,6,Flat,Leasehold,Residential,0.5,27-Nov-15,2015,11,51.39905,-0.307136,517862,168028,Grove,01-1980,13
"Flat 2, 12, Uxbridge Road",KT1 2LL,KT1,375000,1,Flat,Leasehold,Residential,0.5,02-Oct-15,2015,10,51.39905,-0.307136,517862,168028,Grove,01-1980,13
"Flat 2, Effingham Lodge, Surbiton Crescent",KT1 2LN,KT1,380000,2,Flat,Leasehold,Residential,0.4,22-Dec-17,2017,12,51.398794,-0.304975,518013,168003,Grove,01-1980,14
"Flat 18, Effingham Lodge, Surbiton Crescent",KT1 2LN,KT1,350000,2,Flat,Leasehold,Residential,0.4,13-Aug-15,2015,8,51.398794,-0.304975,518013,168003,Grove,01-1980,14
"Flat 25, Effingham Lodge, Surbiton Crescent",KT1 2LN,KT1,322075,2,Flat,Leasehold,Residential,0.4,06-Jan-17,2017,1,51.398794,-0.304975,518013,168003,Grove,01-1980,14
"6, Belgravia Mews",KT1 2LP,KT1,835000,4,Terraced,Freehold,Residential,0.5,15-Apr-16,2016,4,51.39925,-0.30659699999999995,517899,168051,Grove,01-1980,13
"14, Belgravia Mews",KT1 2LP,KT1,850000,3,Terraced,Freehold,Residential,0.5,08-Dec-16,2016,12,51.39925,-0.30659699999999995,517899,168051,Grove,01-1980,13
"9, Belgravia Mews",KT1 2LP,KT1,817500,4,Terraced,Freehold,Residential,0.5,14-Mar-17,2017,3,51.39925,-0.30659699999999995,517899,168051,Grove,01-1980,13
