Address,Postcode,KT1/KT2,Sale_price,Bedrooms,House_type,Freehold/leasehold,Res_new/old,Stationdist_miles,Sale_date,Sale_year,Sale_month,Latitude,Longitude,Easting,Northing,Ward,Introduced,Altitude
"Flat 40, Elder House, 4, Water Lane",KT1 1AE,KT1,435000,2,Flat,Leasehold,Residential,0.4,05-Oct-15,2015,10,51.412605,-0.30735500000000004,517812,169535,Grove,02-2011,9
"Flat 50, Elder House, 4, Water Lane",KT1 1AE,KT1,1295000,4,Flat,Leasehold,Residential,0.4,05-Feb-16,2016,2,51.412605,-0.30735500000000004,517812,169535,Grove,02-2011,9
"Flat 35, Elder House, 4, Water Lane",KT1 1AE,KT1,550000,2,Flat,Leasehold,Residential,0.4,19-Oct-17,2017,10,51.412605,-0.30735500000000004,517812,169535,Grove,02-2011,9
"Flat 47, Elder House, 4, Water Lane",KT1 1AE,KT1,550000,5,Flat,Leasehold,Residential,0.4,20-Apr-18,2018,4,51.412605,-0.30735500000000004,517812,169535,Grove,02-2011,9
"Flat 1, Elder House, 4, Water Lane",KT1 1AE,KT1,143750,2,Flat,Leasehold,Residential,0.4,06-Oct-16,2016,10,51.412605,-0.30735500000000004,517812,169535,Grove,02-2011,9
"Flat 42, Elder House, 4, Water Lane",KT1 1AE,KT1,765000,4,Flat,Leasehold,Residential,0.4,20-Sep-16,2016,9,51.412605,-0.30735500000000004,517812,169535,Grove,02-2011,9
"Flat 93, Garricks House, Wadbrook Street",KT1 1AZ,KT1,515000,2,Flat,Leasehold,Residential,0.4,27-Apr-18,2018,4,51.408764,-0.307856,517787,169107,Grove,12-2001,11
"Flat 100, Garricks House, Wadbrook Street",KT1 1AZ,KT1,515000,2,Flat,Leasehold,Residential,0.4,23-Aug-18,2018,8,51.408764,-0.307856,517787,169107,Grove,12-2001,11
"Flat 110, Garricks House, Wadbrook Street",KT1 1AZ,KT1,800000,2,Flat,Leasehold,Residential,0.4,03-Apr-14,2014,4,51.408764,-0.307856,517787,169107,Grove,12-2001,11
"Flat 105, Garricks House, Wadbrook Street",KT1 1AZ,KT1,635000,2,Flat,Leasehold,Residential,0.4,21-Mar-16,2016,3,51.408764,-0.307856,517787,169107,Grove,12-2001,11
"Flat 95, Garricks House, Wadbrook Street",KT1 1AZ,KT1,580000,2,Flat,Leasehold,Residential,0.4,22-Apr-14,2014,4,51.408764,-0.307856,517787,169107,Grove,12-2001,11
"Flat 2, 14a, Eden Street",KT1 1BB,KT1,225000,5,Flat,Leasehold,Residential,0.4,20-Nov-17,2017,11,51.408876,-0.30568,517938,169123,Grove,01-1980,12
"Flat 4, 14a, Eden Street",KT1 1BB,KT1,215000,1,Flat,Leasehold,Residential,0.4,04-Sep-14,2014,9,51.408876,-0.30568,517938,169123,Grove,01-1980,12
"Flat 1, 2, High Street",KT1 1EY,KT1,390000,2,Flat,Leasehold,Residential,0.4,08-Jun-16,2016,6,51.408811,-0.306797,517861,169114,Grove,01-1980,12
"Flat 1-3, 10, High Street",KT1 1EY,KT1,425000,2,Flat,Leasehold,Residential,0.4,07-Jun-16,2016,6,51.408811,-0.306797,517861,169114,Grove,01-1980,12
"Flat 2, 10, High Street",KT1 1EY,KT1,280000,2,Flat,Leasehold,Residential,0.4,01-Dec-16,2016,12,51.408811,-0.306797,517861,169114,Grove,01-1980,12
"Flat 1, 10, High Street",KT1 1EY,KT1,300000,1,Flat,Leasehold,Residential,0.4,18-Nov-16,2016,11,51.408811,-0.306797,517861,169114,Grove,01-1980,12
"Flat 2, 2, High Street",KT1 1EY,KT1,317000,2,Flat,Leasehold,Residential,0.4,10-Nov-16,2016,11,51.408811,-0.306797,517861,169114,Grove,01-1980,12
"Flat 4, 2, High Street",KT1 1EY,KT1,325000,2,Flat,Leasehold,Residential,0.4,08-Jul-16,2016,7,51.408811,-0.306797,517861,169114,Grove,01-1980,12
"Flat 3, 2, High Street",KT1 1EY,KT1,337000,1,Flat,Leasehold,Residential,0.4,10-Jun-16,2016,6,51.408811,-0.306797,517861,169114,Grove,01-1980,12
"Flat 7, Queens Reach, Ram Passage",KT1 1HH,KT1,335000,1,Flat,Leasehold,Residential,0.4,07-Dec-15,2015,12,51.407852,-0.30822,517764,169005,Grove,07-1986,9
"Flat 7, Ravens House, Wadbrook Street",KT1 1HR,KT1,735000,2,Flat,Leasehold,Residential,0.3,05-Jan-18,2018,1,51.409269,-0.307377,517819,169164,Grove,12-2000,11
"Flat 18, Ravens House, Wadbrook Street",KT1 1HR,KT1,455400,2,Flat,Leasehold,Residential,0.3,13-Apr-15,2015,4,51.409269,-0.307377,517819,169164,Grove,12-2000,11
"Flat 13, Ravens House, Wadbrook Street",KT1 1HR,KT1,600000,2,Flat,Leasehold,Residential,0.3,23-May-14,2014,5,51.409269,-0.307377,517819,169164,Grove,12-2000,11
"Flat 5, Ravens House, Wadbrook Street",KT1 1HR,KT1,485000,2,Flat,Leasehold,Residential,0.3,12-May-17,2017,5,51.409269,-0.307377,517819,169164,Grove,12-2000,11
"Flat 23, Ravens House, Wadbrook Street",KT1 1HR,KT1,875000,3,Flat,Leasehold,Residential,0.3,21-Dec-16,2016,12,51.409269,-0.307377,517819,169164,Grove,12-2000,11
"Flat 9, Garricks House, Wadbrook Street",KT1 1HS,KT1,442000,2,Flat,Leasehold,Residential,0.4,29-Nov-17,2017,11,51.408764,-0.307856,517787,169107,Grove,12-2000,11
"Flat 40, Garricks House, Wadbrook Street",KT1 1HS,KT1,875000,2,Flat,Leasehold,Residential,0.4,15-Dec-17,2017,12,51.408764,-0.307856,517787,169107,Grove,12-2000,11
"Flat 67, Garricks House, Wadbrook Street",KT1 1HS,KT1,1270000,2,Flat,Leasehold,Residential,0.4,26-Jul-18,2018,7,51.408764,-0.307856,517787,169107,Grove,12-2000,11
"Flat 29, Garricks House, Wadbrook Street",KT1 1HS,KT1,620000,2,Flat,Leasehold,Residential,0.4,13-Nov-15,2015,11,51.408764,-0.307856,517787,169107,Grove,12-2000,11
"Flat 55, Garricks House, Wadbrook Street",KT1 1HS,KT1,912500,2,Flat,Leasehold,Residential,0.4,29-Aug-14,2014,8,51.408764,-0.307856,517787,169107,Grove,12-2000,11
"Flat 75, Garricks House, Wadbrook Street",KT1 1HS,KT1,570000,2,Flat,Leasehold,Residential,0.4,26-Jul-16,2016,7,51.408764,-0.307856,517787,169107,Grove,12-2000,11
"Flat 47, Garricks House, Wadbrook Street",KT1 1HS,KT1,700000,2,Flat,Leasehold,Residential,0.4,19-Dec-18,2018,12,51.408764,-0.307856,517787,169107,Grove,12-2000,11
"Flat 21, Garricks House, Wadbrook Street",KT1 1HS,KT1,485000,2,Flat,Leasehold,Residential,0.4,17-Mar-16,2016,3,51.408764,-0.307856,517787,169107,Grove,12-2000,11
"Flat 33, Garricks House, Wadbrook Street",KT1 1HS,KT1,900000,2,Flat,Leasehold,Residential,0.4,14-Nov-14,2014,11,51.408764,-0.307856,517787,169107,Grove,12-2000,11
"Flat 83, Garricks House, Wadbrook Street",KT1 1HS,KT1,580000,2,Flat,Leasehold,Residential,0.4,03-Mar-17,2017,3,51.408764,-0.307856,517787,169107,Grove,12-2000,11
"Flat 5, Garricks House, Wadbrook Street",KT1 1HS,KT1,600000,2,Flat,Leasehold,Residential,0.4,05-Nov-14,2014,11,51.408764,-0.307856,517787,169107,Grove,12-2000,11
"Flat 89, Garricks House, Wadbrook Street",KT1 1HS,KT1,610000,2,Flat,Leasehold,Residential,0.4,20-Dec-17,2017,12,51.408764,-0.307856,517787,169107,Grove,12-2000,11
"Flat 22, Garricks House, Wadbrook Street",KT1 1HS,KT1,1150000,2,Flat,Leasehold,Residential,0.4,11-Nov-14,2014,11,51.408764,-0.307856,517787,169107,Grove,12-2000,11
"Flat 27, Garricks House, Wadbrook Street",KT1 1HS,KT1,900000,3,Flat,Leasehold,Residential,0.4,16-Dec-15,2015,12,51.408764,-0.307856,517787,169107,Grove,12-2000,11
"Flat 54, Garricks House, Wadbrook Street",KT1 1HS,KT1,600000,2,Flat,Leasehold,Residential,0.4,04-Dec-14,2014,12,51.408764,-0.307856,517787,169107,Grove,12-2000,11
"Flat 35, Garricks House, Wadbrook Street",KT1 1HS,KT1,630000,2,Flat,Leasehold,Residential,0.4,15-Aug-14,2014,8,51.408764,-0.307856,517787,169107,Grove,12-2000,11
"Flat 8, Taggs House, 6 - 9, Market Square",KT1 1HU,KT1,355000,2,Flat,Leasehold,Residential,0.3,17-Mar-14,2014,3,51.409558000000004,-0.30682,517857,169197,Grove,12-2001,12
"Flat 3, Taggs House, 6 - 9, Market Square",KT1 1HU,KT1,355000,2,Flat,Leasehold,Residential,0.3,21-Dec-16,2016,12,51.409558000000004,-0.30682,517857,169197,Grove,12-2001,12
"Flat 56, Stevens House, Jerome Place",KT1 1HX,KT1,525000,2,Flat,Leasehold,Residential,0.3,01-May-15,2015,5,51.409458,-0.30796,517778,169184,Grove,06-2002,10
"Flat 75, Stevens House, Jerome Place",KT1 1HX,KT1,775000,3,Flat,Leasehold,Residential,0.3,27-Mar-15,2015,3,51.409458,-0.30796,517778,169184,Grove,06-2002,10
"Flat 40, Stevens House, Jerome Place",KT1 1HX,KT1,625000,2,Flat,Leasehold,Residential,0.3,21-Dec-16,2016,12,51.409458,-0.30796,517778,169184,Grove,06-2002,10
"Flat 75, Stevens House, Jerome Place",KT1 1HX,KT1,775000,3,Flat,Leasehold,Residential,0.3,27-Mar-15,2015,3,51.409458,-0.30796,517778,169184,Grove,06-2002,10
"Flat 48, Stevens House, Jerome Place",KT1 1HX,KT1,610000,2,Flat,Leasehold,Residential,0.3,19-Feb-16,2016,2,51.409458,-0.30796,517778,169184,Grove,06-2002,10
"Flat 66, Stevens House, Jerome Place",KT1 1HX,KT1,790000,2,Flat,Leasehold,Residential,0.3,08-Oct-15,2015,10,51.409458,-0.30796,517778,169184,Grove,06-2002,10
"Flat 43, Stevens House, Jerome Place",KT1 1HX,KT1,486000,2,Flat,Leasehold,Residential,0.3,14-May-14,2014,5,51.409458,-0.30796,517778,169184,Grove,06-2002,10
"Flat 1, Stevens House, Jerome Place",KT1 1HX,KT1,362500,1,Flat,Leasehold,Residential,0.3,14-Dec-18,2018,12,51.409458,-0.30796,517778,169184,Grove,06-2002,10
"Flat 44, Stevens House, Jerome Place",KT1 1HX,KT1,530000,2,Flat,Leasehold,Residential,0.3,26-May-16,2016,5,51.409458,-0.30796,517778,169184,Grove,06-2002,10
"Flat 36, Stevens House, Jerome Place",KT1 1HX,KT1,645000,2,Flat,Leasehold,Residential,0.3,17-May-17,2017,5,51.409458,-0.30796,517778,169184,Grove,06-2002,10
"Flat 18, Stevens House, Jerome Place",KT1 1HX,KT1,369000,1,Flat,Leasehold,Residential,0.3,17-Apr-15,2015,4,51.409458,-0.30796,517778,169184,Grove,06-2002,10
"Flat 71, Stevens House, Jerome Place",KT1 1HX,KT1,730000,2,Flat,Leasehold,Residential,0.3,31-Jul-14,2014,7,51.409458,-0.30796,517778,169184,Grove,06-2002,10
"Flat 7, Stevens House, Jerome Place",KT1 1HX,KT1,525000,2,Flat,Leasehold,Residential,0.3,13-Oct-17,2017,10,51.409458,-0.30796,517778,169184,Grove,06-2002,10
"Flat 17, Stevens House, Jerome Place",KT1 1HX,KT1,870000,3,Flat,Leasehold,Residential,0.3,12-Apr-18,2018,4,51.409458,-0.30796,517778,169184,Grove,06-2002,10
"Flat 9, Stevens House, Jerome Place",KT1 1HX,KT1,865000,4,Flat,Leasehold,Residential,0.3,22-Dec-14,2014,12,51.409458,-0.30796,517778,169184,Grove,06-2002,10
"5, Quayside Walk",KT1 1HY,KT1,1990000,4,Terraced,Leasehold,Residential,0.3,11-May-18,2018,5,51.409741,-0.308294,517754,169215,Grove,06-2002,8
"10, Town End House, High Street",KT1 1NA,KT1,450000,2,Flat,Leasehold,Residential,0.2,12-Nov-15,2015,11,51.406631,-0.30777600000000005,517798,168870,Grove,01-1980,9
"9, Town End House, High Street",KT1 1NA,KT1,446250,3,Flat,Leasehold,Residential,0.2,12-Jun-15,2015,6,51.406631,-0.30777600000000005,517798,168870,Grove,01-1980,9
"1, Town End House, High Street",KT1 1NA,KT1,423500,3,Flat,Leasehold,Residential,0.2,31-Oct-14,2014,10,51.406631,-0.30777600000000005,517798,168870,Grove,01-1980,9
"Flat 4, The Anglers 59-61, High Street",KT1 1NB,KT1,452500,3,Flat,Leasehold,Residential,0.2,26-Oct-17,2017,10,51.405599,-0.307872,517794,168755,Grove,01-1980,8
"Flat 12, The Anglers 59-61, High Street",KT1 1NB,KT1,405000,5,Flat,Leasehold,Residential,0.2,09-Dec-14,2014,12,51.405599,-0.307872,517794,168755,Grove,01-1980,8
"Flat 5, The Anglers, 59 - 61, High Street",KT1 1NB,KT1,422500,3,Flat,Leasehold,Residential,0.2,29-May-15,2015,5,51.405599,-0.307872,517794,168755,Grove,01-1980,8
"Flat 3, 30 - 32, Thames Street",KT1 1PE,KT1,273000,1,Flat,Leasehold,Residential,0.2,15-Jan-16,2016,1,51.410536,-0.306654,517866,169306,Grove,01-1980,15
"Flat 2, 30 - 32, Thames Street",KT1 1PE,KT1,369950,1,Flat,Leasehold,Residential,0.2,02-Feb-16,2016,2,51.410536,-0.306654,517866,169306,Grove,01-1980,15
"Flat 1, 30 - 32, Thames Street",KT1 1PE,KT1,408000,2,Flat,Leasehold,Residential,0.2,23-Mar-16,2016,3,51.410536,-0.306654,517866,169306,Grove,01-1980,15
"Flat 24, Osiers Court, Steadfast Road",KT1 1PL,KT1,600000,2,Flat,Leasehold,Residential,0.2,20-Jan-17,2017,1,51.413191,-0.307448,517804,169600,Grove,06-1997,9
"Flat 7, Osiers Court, Steadfast Road",KT1 1PL,KT1,642500,2,Flat,Leasehold,Residential,0.2,16-Nov-16,2016,11,51.413191,-0.307448,517804,169600,Grove,06-1997,9
"Flat 22, Osiers Court, Steadfast Road",KT1 1PL,KT1,595000,2,Flat,Leasehold,Residential,0.2,29-Sep-17,2017,9,51.413191,-0.307448,517804,169600,Grove,06-1997,9
"Flat 15, Osiers Court, Steadfast Road",KT1 1PL,KT1,575000,2,Flat,Leasehold,Residential,0.2,08-Aug-14,2014,8,51.413191,-0.307448,517804,169600,Grove,06-1997,9
"Flat 3,  House, 105, Clarence Street",KT1 1QL,KT1,242000,5,Flat,Leasehold,Residential,0.3,08-Apr-15,2015,4,51.411107,-0.30136999999999997,518232,169378,Grove,12-1994,13
"Flat 5,  House, 105, Clarence Street",KT1 1QL,KT1,265500,2,Flat,Leasehold,Residential,0.3,19-Dec-14,2014,12,51.411107,-0.30136999999999997,518232,169378,Grove,12-1994,13
"Flat 2,  House, 105, Clarence Street",KT1 1QL,KT1,210000,4,Flat,Leasehold,Residential,0.3,19-Jun-15,2015,6,51.411107,-0.30136999999999997,518232,169378,Grove,12-1994,13
"Flat C, 9, Union Street",KT1 1RP,KT1,348000,2,Flat,Leasehold,Residential,0.3,24-Mar-16,2016,3,51.409735,-0.305404,517955,169219,Grove,01-1980,14
"Flat 8, Ceres Court, 29, Fife Road",KT1 1SA,KT1,228000,1,Flat,Leasehold,Residential,0.1,13-Oct-14,2014,10,51.411988,-0.302632,518142,169474,Grove,01-1991,15
"Flat 5, Ceres Court, 29, Fife Road",KT1 1SA,KT1,245000,2,Flat,Leasehold,Residential,0.1,20-Mar-15,2015,3,51.411988,-0.302632,518142,169474,Grove,01-1991,15
"Flat 2, Ceres Court, 29, Fife Road",KT1 1SA,KT1,225000,7,Flat,Leasehold,Residential,0.1,10-Jul-14,2014,7,51.411988,-0.302632,518142,169474,Grove,01-1991,15
"Flat 3, Ceres Court, 29, Fife Road",KT1 1SA,KT1,315000,2,Flat,Leasehold,Residential,0.1,08-Jan-18,2018,1,51.411988,-0.302632,518142,169474,Grove,01-1991,15
"19a, Castle Street",KT1 1ST,KT1,250000,2,Flat,Freehold,Residential,0.1,07-Apr-14,2014,4,51.411378000000006,-0.30206500000000003,518183,169407,Grove,01-1980,14
"Flat 7, 26, The Bittoms",KT1 2AE,KT1,610000,2,Flat,Leasehold,Residential,0.5,02-Mar-15,2015,3,51.406811,-0.307137,517842,168891,Grove,12-1999,11
"Flat 4, 26, The Bittoms",KT1 2AE,KT1,500000,3,Flat,Leasehold,Residential,0.5,31-Mar-17,2017,3,51.406811,-0.307137,517842,168891,Grove,12-1999,11
"Flat 1, 26, The Bittoms",KT1 2AE,KT1,400000,2,Flat,Leasehold,Residential,0.5,14-May-18,2018,5,51.406811,-0.307137,517842,168891,Grove,12-1999,11
"Flat 5, 26, The Bittoms",KT1 2AE,KT1,425000,2,Flat,Leasehold,Residential,0.5,27-Jul-16,2016,7,51.406811,-0.307137,517842,168891,Grove,12-1999,11
"6, Oaklea Passage",KT1 2AJ,KT1,470000,3,Semi-Detached,Freehold,Residential,0.5,07-Oct-16,2016,10,51.406496999999995,-0.30591199999999996,517928,168858,Grove,01-1980,12
"4, Oaklea Passage",KT1 2AJ,KT1,620000,4,Detached,Freehold,Residential,0.5,16-Mar-18,2018,3,51.406496999999995,-0.30591199999999996,517928,168858,Grove,01-1980,12
"6, Oaklea Passage",KT1 2AJ,KT1,470000,3,Semi-Detached,Freehold,Residential,0.5,07-Oct-16,2016,10,51.406496999999995,-0.30591199999999996,517928,168858,Grove,01-1980,12
"Matham House, 3a, Oaklea Passage",KT1 2AJ,KT1,726000,2,Detached,Freehold,Residential,0.5,02-Nov-15,2015,11,51.406496999999995,-0.30591199999999996,517928,168858,Grove,01-1980,12
"Flat 21, Avante Court, The Bittoms",KT1 2AN,KT1,357000,2,Flat,Leasehold,Residential,0.5,29-Jul-16,2016,7,51.406913,-0.306716,517871,168903,Grove,04-2003,12
"Flat 59, Avante Court, The Bittoms",KT1 2AN,KT1,395000,2,Flat,Leasehold,Residential,0.5,21-Apr-15,2015,4,51.406913,-0.306716,517871,168903,Grove,04-2003,12
"Flat 13, Avante Court, The Bittoms",KT1 2AN,KT1,390000,3,Flat,Leasehold,Residential,0.5,04-Jun-15,2015,6,51.406913,-0.306716,517871,168903,Grove,04-2003,12
"Flat 16, Avante Court, The Bittoms",KT1 2AN,KT1,418000,3,Flat,Leasehold,Residential,0.5,23-Jan-15,2015,1,51.406913,-0.306716,517871,168903,Grove,04-2003,12
"Flat 68, Avante Court, The Bittoms",KT1 2AN,KT1,699950,4,Flat,Leasehold,Residential,0.5,26-Mar-14,2014,3,51.406913,-0.306716,517871,168903,Grove,04-2003,12
"Flat 83, Avante Court, The Bittoms",KT1 2AN,KT1,328000,2,Flat,Leasehold,Residential,0.5,18-May-15,2015,5,51.406913,-0.306716,517871,168903,Grove,04-2003,12
"Flat 27, Avante Court, The Bittoms",KT1 2AN,KT1,405000,2,Flat,Leasehold,Residential,0.5,24-Aug-15,2015,8,51.406913,-0.306716,517871,168903,Grove,04-2003,12
"Flat 24, Avante Court, The Bittoms",KT1 2AN,KT1,450000,3,Flat,Leasehold,Residential,0.5,25-Jul-14,2014,7,51.406913,-0.306716,517871,168903,Grove,04-2003,12
"Flat 84, Avante Court, The Bittoms",KT1 2AN,KT1,268000,2,Flat,Leasehold,Residential,0.5,21-Mar-14,2014,3,51.406913,-0.306716,517871,168903,Grove,04-2003,12
"Flat 12, Avante Court, The Bittoms",KT1 2AN,KT1,540000,2,Flat,Leasehold,Residential,0.5,04-May-18,2018,5,51.406913,-0.306716,517871,168903,Grove,04-2003,12
"Flat 63, Avante Court, The Bittoms",KT1 2AN,KT1,290000,2,Flat,Leasehold,Residential,0.5,31-Mar-14,2014,3,51.406913,-0.306716,517871,168903,Grove,04-2003,12
"Flat 9, Avante Court, The Bittoms",KT1 2AN,KT1,407500,2,Flat,Leasehold,Residential,0.5,09-Sep-16,2016,9,51.406913,-0.306716,517871,168903,Grove,04-2003,12
"Flat 65, Avante Court, The Bittoms",KT1 2AN,KT1,450000,2,Flat,Leasehold,Residential,0.5,24-Aug-18,2018,8,51.406913,-0.306716,517871,168903,Grove,04-2003,12
"Flat 61, Avante Court, The Bittoms",KT1 2AN,KT1,445000,3,Flat,Leasehold,Residential,0.5,14-Mar-16,2016,3,51.406913,-0.306716,517871,168903,Grove,04-2003,12
"Flat 82, Avante Court, The Bittoms",KT1 2AN,KT1,679950,2,Flat,Leasehold,Residential,0.5,29-Jun-18,2018,6,51.406913,-0.306716,517871,168903,Grove,04-2003,12
"Flat 40, Avante Court, The Bittoms",KT1 2AN,KT1,495000,2,Flat,Leasehold,Residential,0.5,24-Apr-15,2015,4,51.406913,-0.306716,517871,168903,Grove,04-2003,12
"Flat 35, Avante Court, The Bittoms",KT1 2AN,KT1,308000,1,Flat,Leasehold,Residential,0.5,01-Sep-14,2014,9,51.406913,-0.306716,517871,168903,Grove,04-2003,12
"Flat 58, Avante Court, The Bittoms",KT1 2AN,KT1,475000,2,Flat,Leasehold,Residential,0.5,24-Mar-16,2016,3,51.406913,-0.306716,517871,168903,Grove,04-2003,12
"7, Avante Court, The Bittoms",KT1 2AN,KT1,345000,1,Flat,Leasehold,Residential,0.5,13-Dec-18,2018,12,51.406913,-0.306716,517871,168903,Grove,04-2003,12
"Flat 67, Avante Court, The Bittoms",KT1 2AN,KT1,365000,4,Flat,Leasehold,Residential,0.5,17-Oct-14,2014,10,51.406913,-0.306716,517871,168903,Grove,04-2003,12
"Flat 79, Avante Court, The Bittoms",KT1 2AN,KT1,572500,3,Flat,Leasehold,Residential,0.5,22-Mar-18,2018,3,51.406913,-0.306716,517871,168903,Grove,04-2003,12
"Flat 75, Avante Court, The Bittoms",KT1 2AN,KT1,325000,2,Flat,Leasehold,Residential,0.5,29-Aug-14,2014,8,51.406913,-0.306716,517871,168903,Grove,04-2003,12
"Flat 47, Avante Court, The Bittoms",KT1 2AN,KT1,325000,2,Flat,Leasehold,Residential,0.5,09-Jul-14,2014,7,51.406913,-0.306716,517871,168903,Grove,04-2003,12
"Flat 69, Avante Court, The Bittoms",KT1 2AN,KT1,649000,3,Flat,Leasehold,Residential,0.5,10-May-16,2016,5,51.406913,-0.306716,517871,168903,Grove,04-2003,12
"Flat 7, Avante Court, The Bittoms",KT1 2AN,KT1,320000,1,Flat,Leasehold,Residential,0.5,22-May-15,2015,5,51.406913,-0.306716,517871,168903,Grove,04-2003,12
"Flat 15, Avante Court, The Bittoms",KT1 2AN,KT1,408000,5,Flat,Leasehold,Residential,0.5,05-Aug-14,2014,8,51.406913,-0.306716,517871,168903,Grove,04-2003,12
"Flat 25, Avante Court, The Bittoms",KT1 2AN,KT1,429000,2,Flat,Leasehold,Residential,0.5,07-Oct-15,2015,10,51.406913,-0.306716,517871,168903,Grove,04-2003,12
"Flat 76, Avante Court, The Bittoms",KT1 2AN,KT1,375000,2,Flat,Leasehold,Residential,0.5,03-May-17,2017,5,51.406913,-0.306716,517871,168903,Grove,04-2003,12
"64, The Bittoms",KT1 2AP,KT1,680000,2,Semi-Detached,Freehold,Residential,0.5,06-Jul-18,2018,7,51.405994,-0.306621,517880,168801,Grove,01-1980,11
"66, The Bittoms",KT1 2AP,KT1,665000,3,Semi-Detached,Freehold,Residential,0.5,01-Jul-14,2014,7,51.405994,-0.306621,517880,168801,Grove,01-1980,11
"56, The Bittoms",KT1 2AP,KT1,580000,2,Semi-Detached,Freehold,Residential,0.5,01-Dec-17,2017,12,51.405994,-0.306621,517880,168801,Grove,01-1980,11
"60, The Bittoms",KT1 2AP,KT1,590000,2,Semi-Detached,Freehold,Residential,0.5,05-Apr-17,2017,4,51.405994,-0.306621,517880,168801,Grove,01-1980,11
"36, The Bittoms",KT1 2AP,KT1,595000,2,Semi-Detached,Freehold,Residential,0.5,21-May-15,2015,5,51.405994,-0.306621,517880,168801,Grove,01-1980,11
"2, Bittoms Court",KT1 2AS,KT1,373000,2,Flat,Leasehold,Residential,0.5,15-Jan-18,2018,1,51.405977,-0.306075,517918,168800,Grove,01-1980,12
"3, Bittoms Court",KT1 2AS,KT1,280000,2,Flat,Leasehold,Residential,0.5,07-Mar-14,2014,3,51.405977,-0.306075,517918,168800,Grove,01-1980,12
"13, Milner Road",KT1 2AU,KT1,1337000,5,Detached,Freehold,Residential,0.6,29-Jun-18,2018,6,51.404581,-0.306501,517892,168644,Grove,01-1980,13
"4, Milner Road",KT1 2AU,KT1,1247500,5,Semi-Detached,Freehold,Residential,0.6,31-Aug-17,2017,8,51.404581,-0.306501,517892,168644,Grove,01-1980,13
"44, Milner Road",KT1 2AU,KT1,980000,4,Semi-Detached,Freehold,Residential,0.6,10-Mar-17,2017,3,51.404581,-0.306501,517892,168644,Grove,01-1980,13
"21, Woodbines Avenue",KT1 2AX,KT1,1150000,4,Semi-Detached,Freehold,Residential,0.7,09-Jan-17,2017,1,51.40383,-0.306859,517869,168560,Grove,01-1980,11
"6, Woodbines Avenue",KT1 2AY,KT1,820000,5,Semi-Detached,Freehold,Residential,0.7,17-Apr-15,2015,4,51.403375,-0.30585500000000004,517940,168511,Grove,01-1980,12
"26, Woodbines Avenue",KT1 2AY,KT1,992500,5,Semi-Detached,Freehold,Residential,0.7,27-Jun-14,2014,6,51.403375,-0.30585500000000004,517940,168511,Grove,01-1980,12
"6, Woodbines Avenue",KT1 2AY,KT1,820000,5,Semi-Detached,Freehold,Residential,0.6,17-Apr-15,2015,4,51.403375,-0.30585500000000004,517940,168511,Grove,01-1980,12
"Flat 1, 15, Grove Crescent",KT1 2DD,KT1,416550,2,Flat,Leasehold,Residential,0.6,18-Jul-14,2014,7,51.404267,-0.302881,518145,168615,Grove,01-1980,12
"Flat 2, 9, Grove Crescent",KT1 2DD,KT1,349950,2,Flat,Leasehold,Residential,0.6,03-Aug-15,2015,8,51.404267,-0.302881,518145,168615,Grove,01-1980,12
"19a, Grove Crescent",KT1 2DD,KT1,800000,3,Semi-Detached,Freehold,Residential,0.6,30-Mar-16,2016,3,51.404267,-0.302881,518145,168615,Grove,01-1980,12
"Flat 4, 15, Grove Crescent",KT1 2DD,KT1,515000,2,Flat,Leasehold,Residential,0.6,15-Aug-16,2016,8,51.404267,-0.302881,518145,168615,Grove,01-1980,12
"Flat 1, 9, Grove Crescent",KT1 2DD,KT1,285000,5,Flat,Leasehold,Residential,0.6,28-Feb-14,2014,2,51.404267,-0.302881,518145,168615,Grove,01-1980,12
"Flat 6, 9, Grove Crescent",KT1 2DD,KT1,350000,2,Flat,Leasehold,Residential,0.6,23-Nov-15,2015,11,51.404267,-0.302881,518145,168615,Grove,01-1980,12
"60, Grove Crescent",KT1 2DG,KT1,372500,4,Flat,Leasehold,Residential,0.6,04-Apr-14,2014,4,51.404751,-0.302734,518154,168669,Grove,01-1980,13
"Flat 6, Pelham Lodge, Grove Crescent",KT1 2DG,KT1,240000,5,Flat,Leasehold,Residential,0.6,17-Apr-15,2015,4,51.404751,-0.302734,518154,168669,Grove,01-1980,13
"38, Grove Crescent",KT1 2DG,KT1,1200000,5,Semi-Detached,Freehold,Residential,0.6,06-Jul-18,2018,7,51.404751,-0.302734,518154,168669,Grove,01-1980,13
"Flat 7, Pelham Lodge, Grove Crescent",KT1 2DG,KT1,225000,5,Flat,Leasehold,Residential,0.6,13-Mar-15,2015,3,51.404751,-0.302734,518154,168669,Grove,01-1980,13
"50c, Grove Crescent",KT1 2DG,KT1,406500,2,Flat,Leasehold,Residential,0.6,09-Sep-16,2016,9,51.404751,-0.302734,518154,168669,Grove,01-1980,13
"25a, Grove Crescent",KT1 2DG,KT1,980000,4,Detached,Freehold,Residential,0.6,21-Dec-17,2017,12,51.404751,-0.302734,518154,168669,Grove,01-1980,13
"First Floor, 29, Grove Crescent",KT1 2DG,KT1,297550,3,Flat,Leasehold,Residential,0.5,29-Jun-17,2017,6,51.404751,-0.302734,518154,168669,Grove,01-1980,13
